blue,brightness,green,greenness,landcover,latitude,longitude,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
502,3161.5478,872,492.7138,5,39.38906429,-104.1592749,0.17227016,-0.005301692,0.32214764,1970,1010,1991,1391,-1340.211
185,834.9789,234,13.6239,5,40.76459487,-105.2682462,0.005037783,-0.17476732,0.20180723,399,265,568,395,-405.0666
568,2869.4726,755,52.7003,5,40.36084091,-105.2570996,-0.098445594,-0.21110797,0.19536282,1392,937,2137,1696,-1762.0792
926,4464.9428,1206,191.3009,5,40.38730039,-105.2692177,-0.051759835,-0.16818017,0.22623828,2290,1445,3216,2540,-2592.7606
466,2524.712,558,-12.8556,5,40.57505396,-105.1721421,-0.29153407,-0.30632597,0.23942094,1113,683,2096,2029,-2109.113
850,4325.807,1139,-119.7979,5,40.77520477,-105.2362933,-0.20220199,-0.30157554,0.14563698,1884,1405,3511,2839,-3067.5759
209,728.9212,230,2.1959,5,39.60818339,-105.3206918,0.09422492,-0.029649595,0.17839608,360,251,382,298,-232.7027
826,4083.473,1055,145.9027,5,40.56184109,-105.1504914,-0.077062555,-0.2079362,0.21843208,2036,1306,3105,2376,-2537.7496
828,4111.711,1105,-103.4805,5,40.57834383,-103.7185169,-0.17778793,-0.30122355,0.14585987,1799,1341,3350,2577,-2841.055
634,3148.5794,790,114.6821,5,40.78194878,-105.3479573,-0.09398716,-0.22574209,0.22979398,1552,972,2457,1874,-2040.2001
465,2450.2497,608,51.3531,5,40.80424058,-105.3014822,-0.113645,-0.2504018,0.2026818,1166,773,1945,1465,-1613.859
1126,5452.3907,1631,-42.9739,5,39.43605827,-104.4177185,-0.07506562,-0.15720664,0.13946971,2643,1996,3629,3072,-2869.8511
631,3034.918,764,87.7614,5,39.83351743,-105.2523178,-0.11218627,-0.24114758,0.2289661,1468,921,2401,1839,-2016.3289
913,4370.8607,1181,-20.9218,5,39.92166694,-105.2371948,-0.14561883,-0.24028401,0.17412648,2033,1430,3319,2726,-2827.0138
846,3864.2995,968,590.057,5,39.60575111,-105.1997703,0.1620438,-0.027291242,0.32814237,2388,1208,2522,1722,-1738.9441
322,1958.8707,543,180.7349,5,39.51852987,-104.7140406,0.06758757,-0.11456628,0.27144536,1082,620,1362,945,-984.3377
969,4279.0433,1159,117.924,5,39.50452699,-104.9196263,-0.057742782,-0.16833977,0.20301592,2154,1427,3026,2418,-2426.8883
868,5243.3345,1347,46.0242,5,41.14504693,-105.5783089,-0.14445385,-0.21074831,0.1686329,2526,1797,3875,3379,-3372.9855
545,3268.7701,812,489.5597,5,39.79380568,-105.2416606,0.0701087,-0.07297552,0.35233516,1969,943,2279,1711,-1762.1299
695,3793.8779,940,263.2448,5,40.21260495,-105.3073056,-0.033147834,-0.17997128,0.252272,1998,1193,2875,2135,-2305.8906
853,4334.7921,1124,101.3134,5,40.33908117,-105.1881416,-0.1034918,-0.20529555,0.19921215,2131,1423,3232,2623,-2707.0287
1018,5063.9652,1372,60.4719,5,40.49644427,-105.1439726,-0.09604728,-0.21495028,0.1798457,2447,1701,3787,2967,-3093.6194
610,3276.2892,831,200.2295,5,40.93714246,-105.2072904,-0.053591162,-0.16763848,0.24945295,1713,1029,2403,1907,-1972.8896
807,3738.8191,996,-30.8329,5,41.01526611,-105.1946906,-0.15395966,-0.24939996,0.17326057,1720,1212,2863,2346,-2449.8199
307,1592.0529,408,177.0326,5,40.50669697,-105.1574497,0.080213904,-0.076219514,0.3004292,909,489,1059,774,-774.1176
750,4018.0177,985,281.7738,5,40.86530834,-105.3943156,-0.07588312,-0.17323449,0.2749699,2119,1205,3007,2467,-2563.4134
1042,5063.3322,1410,27.8561,5,41.01647634,-105.4415995,-0.08607548,-0.18971485,0.1635503,2458,1767,3609,2921,-2914.4253
414,1312.1526,439,-53.3638,5,41.21666591,-105.6286851,-8.33E-04,-0.13606912,0.13207547,600,460,789,601,-535.7716
860,4066.8101,1051,45.0897,5,40.7593971,-105.1552011,-0.14615726,-0.24642228,0.20842503,1922,1259,3179,2580,-2745.4665
691,3930.8785,887,190.1095,5,40.39851537,-105.2038617,-0.1562228,-0.2507728,0.26525286,1939,1126,3237,2657,-2910.6464
1047,4992.7076,1449,-140.406,7,40.65939454,-103.7407437,-0.15330945,-0.24866131,0.13757284,2245,1702,3731,3058,-3126.1924
900,4738.6758,1216,-81.4531,7,40.53281851,-104.0403005,-0.21113603,-0.28610078,0.16726568,2111,1506,3803,3241,-3423.9195
1078,5564.1462,1542,46.0974,7,41.0696048,-104.5306686,-0.09668785,-0.19821826,0.16959064,2700,1917,4035,3278,-3304.1379
1101,5128.4549,1532,-74.5822,7,39.45509072,-104.168942,-0.08274681,-0.20323859,0.13780084,2411,1827,3641,2846,-2851.1663
723,4021.8644,1000,54.7919,7,39.85911268,-104.6182848,-0.1446626,-0.26063207,0.19144922,1895,1286,3231,2536,-2763.4688
918,4575.2337,1289,63.9878,7,40.68279725,-105.2256712,-0.083704,-0.16568483,0.18020834,2266,1574,3166,2680,-2591.4068
832,3846.3345,1003,-97.98,7,40.7486522,-105.094764,-0.20946579,-0.29058033,0.16344827,1687,1213,3069,2581,-2734.8007
830,4158.7182,1165,-31.475,7,40.24943873,-105.120167,-0.12956367,-0.21343794,0.15886189,1955,1419,3016,2537,-2530.0826
1234,5576.0135,1615,-198.2169,7,40.88060667,-103.635084,-0.14576857,-0.2602453,0.1205256,2473,1941,4213,3317,-3455.0459
1641,6377.3114,1982,-306.8345,7,40.4064801,-104.2842812,-0.13373494,-0.19360718,0.108498745,2876,2313,4257,3764,-3487.0211
945,4786.1214,1282,-77.4064,7,40.81300857,-104.9703576,-0.17240068,-0.25496235,0.1542948,2177,1595,3667,3084,-3182.3646
1287,6173.4399,1760,-76.6487,7,40.72252125,-103.7061646,-0.11588244,-0.20888405,0.14449044,2903,2170,4436,3664,-3644.2306
1209,5653.1484,1555,-31.4792,7,41.18891335,-105.0542565,-0.118885756,-0.22615407,0.15975557,2657,1925,4210,3374,-3477.7806
1063,6114.2995,1560,191.7574,7,40.17941831,-104.7155138,-0.11019126,-0.15298913,0.19516872,3117,2099,4243,3889,-3692.0075
928,4555.3097,1303,-141.6661,7,40.70001291,-103.7481461,-0.16430187,-0.25417507,0.13108823,2032,1561,3417,2831,-2890.0387
718,4006.2419,957,284.2475,7,39.53661672,-104.538367,-0.06477733,-0.21279818,0.27078238,2079,1193,3203,2367,-2650.2692
797,4180.2429,1115,-85.5258,7,40.374093,-104.3372785,-0.18908381,-0.26946342,0.15235457,1872,1377,3253,2745,-2854.3301
1038,4976.3961,1354,-99.0732,7,39.37117437,-104.1525241,-0.1654275,-0.26272577,0.15069196,2245,1657,3845,3135,-3284.2531
827,3947.405,1076,-112.758,7,40.96309325,-104.5221547,-0.19211137,-0.27548897,0.14917491,1741,1289,3065,2569,-2676.5401
908,4104.7073,1203,147.477,7,41.11346076,-104.8744598,0.08164794,-0.096370466,0.16608344,2166,1549,2628,1839,-1757.5087
860,4253.4785,1158,-44.3931,7,40.64618334,-103.8204692,-0.13730684,-0.2523436,0.15621302,1954,1426,3273,2576,-2725.1681
1101,5068.5213,1398,-167.7809,7,40.87946399,-104.7363942,-0.19322278,-0.26695055,0.14096355,2238,1685,3868,3310,-3388.2012
843,4960.6162,1255,353.2998,7,40.20926787,-104.5088058,-0.041517537,-0.13220999,0.24558139,2678,1622,3494,2910,-2880.7825
745,3878.2989,1033,-53.4203,7,40.15560375,-104.0505634,-0.1762198,-0.28214654,0.16554959,1739,1245,3106,2483,-2677.3147
895,4040.0514,1098,-109.8186,7,40.65056495,-105.0701409,-0.1893116,-0.271321,0.15558425,1790,1308,3123,2626,-2729.7888
891,4241.9284,1142,-113.6916,7,40.83670791,-104.0885937,-0.18266253,-0.30421686,0.14889649,1848,1369,3464,2674,-2950.1454
952,4755.0583,1251,-160.2469,7,40.52591674,-103.9915224,-0.22224323,-0.29984677,0.14285715,2056,1542,3817,3231,-3415.9621
1051,5071.0796,1502,-139.2175,7,40.65919354,-105.0974764,-0.13995568,-0.21037464,0.130857,2329,1790,3570,3087,-2983.984
1147,5733.3409,1608,-103.7294,7,40.33563773,-103.8732206,-0.14290312,-0.21549566,0.13827741,2663,2016,4126,3551,-3491.7756
939,4854.2326,1287,-113.3549,7,40.43538054,-104.0232948,-0.20892791,-0.2721764,0.15614973,2162,1578,3779,3304,-3399.0824
1093,5440.9794,1455,-137.0133,7,40.5204952,-103.9296277,-0.1974901,-0.26630434,0.1481219,2430,1803,4194,3626,-3720.716
1012,5112.2969,1380,89.1776,7,39.90906459,-104.0459034,-0.102280825,-0.18728827,0.18932955,2519,1717,3680,3093,-3081.2193
944,5360.8232,1418,100.6839,7,40.19581918,-104.3097632,-0.11897641,-0.18305084,0.18533422,2651,1822,3839,3367,-3296.2516
941,4967.6519,1310,48.1117,7,39.76038094,-104.5971162,-0.1412552,-0.22607987,0.18967678,2374,1617,3761,3155,-3245.6927
722,3889.9607,1038,31.7146,7,39.68241434,-104.4383941,-0.1253837,-0.22768974,0.18036966,1852,1286,2944,2383,-2476.193
919,4631.4642,1216,-116.5165,7,40.55166209,-104.0641248,-0.2064416,-0.2835873,0.15211268,2045,1505,3664,3109,-3259.4688
1069,5516.732,1460,-49.5691,7,40.50805566,-103.7662402,-0.16682959,-0.23966697,0.16148081,2557,1846,4169,3581,-3642.9349
806,3962.2012,1010,-78.7927,7,40.40267612,-104.4833623,-0.22823942,-0.2783928,0.17725752,1760,1230,3118,2801,-2885.1729
498,2448.5525,690,34.0577,7,41.00876957,-104.4618896,-0.052797478,-0.17246127,0.17555012,1202,843,1703,1336,-1326.245
600,2944.5102,764,162.8979,7,39.87294724,-104.9058674,-0.030283911,-0.15595827,0.23702213,1537,948,2105,1633,-1673.2697
1083,5248.3822,1402,-114.5409,7,40.75961202,-103.6645734,-0.18057503,-0.28147578,0.15208282,2337,1720,4168,3367,-3597.21
1199,5567.5354,1609,-183.434,7,40.46832564,-103.9286871,-0.1527871,-0.22405043,0.12258065,2523,1972,3980,3433,-3355.3161
868,4308.0145,1212,-49.783,7,39.66629483,-104.6774075,-0.12896954,-0.21311475,0.15002853,2016,1490,3108,2613,-2595.8673
523,2093.5454,603,-69.1237,7,41.07407101,-104.7491886,-0.12950972,-0.21550646,0.13647343,941,715,1458,1221,-1191.1811
809,4444.3984,1144,54.8324,7,40.20651436,-104.6424295,-0.1445226,-0.227446,0.1901566,2128,1448,3381,2847,-2933.4352
950,4737.6364,1264,-170.3594,7,40.45722751,-104.018025,-0.22597797,-0.30193526,0.14269695,2038,1529,3801,3228,-3407.2473
1036,5029.7434,1364,-89.6409,7,40.85933349,-104.8062413,-0.15944159,-0.2532637,0.14917128,2288,1694,3840,3156,-3273.488
810,4522.7138,1227,-36.8902,7,40.20867353,-104.4375997,-0.14914034,-0.21112141,0.14964885,2128,1574,3267,2874,-2816.3825
1133,5293.0629,1399,-25.7786,7,40.81802512,-103.6680269,-0.13686806,-0.25497946,0.1669445,2450,1749,4127,3227,-3456.043
964,4353.8468,1240,-166.1454,7,40.99048231,-105.1404053,-0.16216215,-0.2570545,0.12037307,1922,1509,3252,2666,-2723.8392
917,4465.8579,1219,-61.0038,7,39.47973785,-104.2994543,-0.15704197,-0.26258403,0.16241765,2029,1462,3474,2785,-2949.9906
957,4615.0216,1307,16.3737,7,39.37966054,-104.3352876,-0.09120721,-0.20352075,0.16992085,2217,1573,3350,2662,-2706.6201
965,5280.6575,1386,-7.692,7,40.2224056,-104.3747238,-0.14570656,-0.19765042,0.1552,2527,1848,3772,3389,-3282.6595
1190,5622.287,1591,4.3109,7,40.96468956,-104.7827596,-0.0726106,-0.16787879,0.14871366,2746,2035,3854,3176,-3062.1506
1078,4859.5428,1354,-226.9685,7,40.81368639,-103.955164,-0.21350019,-0.29263303,0.12595005,2074,1610,3790,3200,-3328.206
1350,6479.5179,1916,-133.744,7,40.46372526,-103.9280525,-0.1180485,-0.19314559,0.13194185,3037,2329,4491,3850,-3689.1206
959,4465.6696,1168,-184.3899,7,40.58196016,-104.3919478,-0.2513348,-0.31025687,0.14936247,1893,1401,3596,3164,-3314.7258
933,4287.074,1239,-152.0891,7,40.86049012,-103.6479552,-0.14441417,-0.27272728,0.12142857,1884,1476,3297,2520,-2682.3186
1028,4434.674,1220,-251.317,7,40.8375035,-103.9590601,-0.24422443,-0.31946507,0.12392638,1832,1428,3552,3016,-3181.7828
1181,5759.1043,1574,22.7418,7,40.62759002,-103.7995138,-0.09859155,-0.19630484,0.16193657,2784,2008,4144,3393,-3395.5373
1243,6345.0152,1854,-58.2728,7,40.49667762,-104.0493123,-0.106156796,-0.18792756,0.14420715,3027,2264,4428,3746,-3622.7076
766,4311.925,1088,252.9073,7,40.17455681,-104.0221117,-0.082149476,-0.18886463,0.25506756,2229,1323,3267,2628,-2759.8855
732,4114.0471,1015,218.5115,7,40.24210862,-104.2771978,-0.101133205,-0.19755678,0.25007433,2102,1261,3137,2575,-2696.4486
1084,4864.1559,1392,-127.9245,7,41.1392005,-104.9809352,-0.12086159,-0.24378109,0.12736572,2204,1706,3625,2810,-2919.551
1682,6895.0586,2157,-150.7385,7,40.89352922,-104.5625429,-0.031002162,-0.11158118,0.10909391,3360,2699,4204,3575,-3098.6289
745,4073.1874,1095,254.8854,7,39.71433461,-104.0317925,-0.025675373,-0.12210823,0.23766308,2182,1344,2789,2297,-2236.1265
754,4438.2885,1090,585.142,7,39.60250274,-104.79756,0.03882726,-0.07983857,0.3242424,2622,1338,3077,2426,-2441.2431
835,3887.3118,1119,-50.7007,7,39.91070612,-105.1676596,-0.10046902,-0.20730911,0.14411303,1822,1363,2775,2229,-2228.2778
1106,5077.893,1394,-199.5998,7,41.00405386,-104.9221132,-0.20405944,-0.28897524,0.13341935,2196,1679,3981,3322,-3480.2855
909,4358.5116,1184,-71.2213,7,40.65073101,-103.9264847,-0.16466372,-0.25456256,0.1591574,1981,1437,3334,2762,-2865.4632
809,4279.1076,1126,63.2721,7,40.71141113,-104.7576578,-0.07883633,-0.21794872,0.1677928,2074,1478,3230,2429,-2579.2699
1295,6191.9909,1744,-121.7372,7,40.95002263,-105.0426543,-0.11481315,-0.16399716,0.118104264,2949,2326,4106,3714,-3401.1009
1142,5610.7583,1530,-17.1992,7,40.96785059,-104.0639735,-0.12843138,-0.20848791,0.16133246,2667,1926,4072,3453,-3439.6531
1044,5200.4869,1384,-111.3499,7,40.61783512,-103.9057318,-0.20158648,-0.27904078,0.16185696,2315,1670,4107,3484,-3652.0853
879,4329.3839,1212,-27.0057,7,39.57594596,-104.5733856,-0.10773298,-0.2306231,0.15417498,2025,1484,3239,2514,-2622.6548
881,4851.0421,1239,56.6436,7,40.7647228,-104.5911137,-0.14529915,-0.24664265,0.18955262,2300,1567,3806,3082,-3274.7658
1495,6258.8824,1970,-203.7109,7,40.80959116,-104.147297,-0.07099201,-0.13962264,0.10514542,2964,2400,3926,3417,-3018.2966
1037,4971.9379,1362,-137.3416,7,40.86650178,-105.0696562,-0.17760475,-0.26373443,0.14006682,2218,1673,3807,3176,-3281.9717
958,5123.1341,1339,201.0814,7,40.84395922,-104.8251474,-0.045970794,-0.1505618,0.19296664,2646,1790,3584,2901,-2866.4126
980,4489.7955,1289,-94.2585,7,39.82872364,-105.2168918,-0.12775892,-0.23420906,0.14198388,2055,1544,3312,2657,-2715.7876
838,4866.1883,1177,334.4163,7,40.18869558,-104.4423462,-0.091295116,-0.17067657,0.26720947,2568,1485,3625,3084,-3153.0197
1075,4767.2558,1381,-184.9769,7,41.12350396,-105.0745732,-0.15416917,-0.24773252,0.11845584,2115,1667,3508,2886,-2916.342
900,4439.6376,1222,-131.0643,7,40.5542363,-103.8146437,-0.1574871,-0.2817315,0.12561081,1958,1521,3494,2690,-2896.9417
1135,5430.3429,1486,-164.3133,7,40.68556099,-103.7363461,-0.1860899,-0.27533606,0.13885592,2399,1814,4222,3496,-3653.2503
1008,4762.9139,1286,-104.9563,7,40.52236462,-104.1551976,-0.16527157,-0.26145366,0.14499332,2144,1601,3662,2993,-3123.9128
708,3957.8129,1089,139.5926,7,40.06067867,-104.2245958,-0.04728628,-0.13015738,0.1913778,2045,1388,2657,2248,-2127.8434
1203,5399.8305,1537,-90.6411,7,41.11162971,-104.9577177,-0.110167995,-0.21522146,0.13897692,2516,1902,3896,3139,-3156.1714
983,4564.5212,1296,-160.4981,7,40.68178977,-104.6015611,-0.18431689,-0.25808823,0.13594146,2018,1535,3422,2930,-2963.7
802,4087.4048,1093,-95.7992,7,40.94771745,-105.1866506,-0.18171634,-0.26798958,0.14375196,1826,1367,3163,2637,-2743.3853
838,4501.5322,1182,-15.9778,7,40.18695778,-104.08431,-0.16563684,-0.24385838,0.1715645,2093,1480,3443,2924,-3008.6147
1058,4921.3829,1340,-209.0409,7,40.66155856,-104.0519436,-0.23017903,-0.29472804,0.13891892,2107,1593,3868,3367,-3487.0262
785,4005.0953,990,171.4681,7,40.30415936,-105.219817,-0.09350591,-0.18873577,0.22793229,2031,1277,2976,2450,-2521.3786
652,3295.7784,919,8.4392,7,39.99587064,-104.0186911,-0.12951049,-0.2235529,0.18688025,1556,1066,2452,2019,-2067.7212
970,4756.7,1282,-37.6996,7,41.01691168,-104.6038303,-0.14674442,-0.25059748,0.1650743,2195,1573,3663,2950,-3100.4663
1126,5697.985,1603,-109.0045,7,40.72052499,-104.3288818,-0.14716369,-0.22412267,0.13871457,2631,1990,4151,3539,-3515.348
992,4607.1762,1215,-124.2168,7,41.06691667,-104.696012,-0.20903733,-0.2965228,0.160565,2013,1456,3710,3077,-3289.7095
735,3505.1332,940,-122.9497,7,40.93443356,-103.8367376,-0.21423008,-0.2943097,0.14577812,1513,1128,2775,2338,-2459.1473
1024,5006.6033,1370,-130.7557,7,40.62759104,-104.0623562,-0.18381418,-0.25332004,0.14365624,2249,1684,3775,3262,-3303.8496
1271,5739.9345,1613,-72.2703,7,40.987499,-104.8511605,-0.11708757,-0.21252011,0.14797442,2692,1998,4145,3406,-3410.8931
1103,5325.286,1412,-96.8832,7,40.74165622,-104.2494322,-0.19279946,-0.26658514,0.16512871,2399,1719,4143,3545,-3677.291
1013,5057.4737,1370,150.2576,8,40.97307031,-104.1444824,-0.06540698,-0.15436462,0.19544503,2572,1731,3511,2932,-2858.3643
814,4560.414,1213,74.8017,8,39.70002369,-104.6566049,-0.09445338,-0.18042925,0.16978194,2253,1599,3245,2723,-2683.9374
853,4739.5109,1240,91.847,8,40.60916942,-104.7211465,-0.101504475,-0.17199017,0.17597209,2359,1653,3339,2892,-2810.1673
881,4510.1227,1208,-82.6753,8,39.95602336,-104.2577404,-0.16799672,-0.2667268,0.14761502,2033,1510,3512,2854,-3005.0782
2071,6727.3143,2539,-627.6914,8,40.5630151,-105.0342569,-0.049221575,-0.059427503,0.03156458,3023,2838,3405,3336,-2333.4463
713,3786.0821,1003,-57.3686,8,40.11252629,-104.0712281,-0.14531645,-0.29446185,0.14324416,1688,1265,3097,2262,-2545.0016
1132,6102.5161,1627,204.7912,8,40.75409201,-104.9686069,-0.042261995,-0.11407902,0.17447436,3184,2238,4004,3465,-3200.9023
982,5566.5187,1373,412.2329,8,39.59402438,-105.0330759,-0.028562102,-0.16662,0.24937028,2976,1788,4166,3151,-3350.1703
853,4643.7042,1300,139.6107,8,39.85962282,-104.3647012,-0.04678479,-0.12419974,0.18280633,2394,1654,3073,2629,-2451.951
502,3401.7125,876,582.606,8,40.11041708,-104.4088403,0.16280323,-0.004844291,0.33436435,2157,1076,2178,1553,-1513.0973
309,1248.1317,440,-39.5929,8,40.086005,-104.5058221,0.10163339,-0.01859337,0.08878924,607,508,630,495,-351.0463
992,5389.0489,1479,262.0046,8,39.72023764,-104.2039207,-0.032911394,-0.106502414,0.20886075,2865,1875,3548,3060,-2847.651
881,4257.2067,1229,-37.3661,8,40.47839172,-105.08872,-0.10059695,-0.17934234,0.14623837,2034,1515,2923,2489,-2380.6539
728,3829.9676,1056,-50.0314,8,39.95039097,-104.3554336,-0.101486415,-0.25657338,0.13023856,1753,1349,2963,2149,-2336.66
729,3988.1,1035,-36.2057,8,40.69423373,-104.823409,-0.17502838,-0.26645136,0.16362472,1817,1306,3137,2588,-2731.0817
640,3419.8401,866,201.6227,8,39.89776649,-103.988509,-0.068694286,-0.17644331,0.25468034,1776,1055,2537,2038,-2115.9746
686,4182.0523,931,355.354,8,40.43677944,-104.5605651,-0.06039983,-0.21275838,0.27946714,2209,1244,3403,2493,-2831.7034
1122,6084.0971,1561,340.5493,8,41.0287857,-104.4103382,-0.016458398,-0.14107001,0.20816174,3227,2115,4287,3335,-3356.2619
1098,5306.282,1558,-91.3866,8,40.52293684,-104.0882534,-0.089256495,-0.1891892,0.12483161,2505,1949,3674,2996,-2906.23
629,2917.3964,758,-133.3568,8,40.50455704,-104.2372108,-0.26992753,-0.32627472,0.1563845,1209,882,2380,2103,-2218.264
888,4980.7461,1355,369.576,8,39.88003387,-104.2111976,0.011202939,-0.08689884,0.23730338,2753,1697,3277,2692,-2544.1894
816,4263.3636,1066,159.9044,8,40.60846319,-104.139575,-0.10974053,-0.2408415,0.23517261,2093,1296,3421,2609,-2883.9537
648,4052.0552,978,403.2542,8,40.17585701,-104.8286359,0.0777326,-0.15157221,0.24475138,2253,1367,3058,1928,-2199.5258
590,3311.5209,930,13.0469,8,39.89960124,-104.6015662,-0.06465006,-0.22104223,0.14899817,1577,1168,2472,1795,-1907.1512
677,4299.8386,952,746.7456,8,40.19183019,-104.7070033,0.041847613,-0.09421658,0.39297968,2639,1150,3188,2427,-2604.681
781,4335.9266,1133,98.2031,8,39.76353554,-104.5722302,-0.08575058,-0.18002279,0.17752932,2159,1508,3107,2564,-2555.4888
977,5057.0398,1428,-47.2182,8,39.80290981,-104.3256232,-0.11814192,-0.1851977,0.14157197,2411,1813,3507,3057,-2921.2101
805,4388.8782,1232,60.9566,8,40.05672026,-104.8760685,-0.082372665,-0.15072745,0.1687133,2189,1557,2966,2582,-2430.7876
759,4334.9772,1105,336.4692,8,39.96487612,-104.0960616,-0.057781357,-0.14238593,0.27764127,2340,1323,3117,2627,-2638.2751
698,3933.1193,985,129.2397,8,39.90798564,-104.3137137,-0.1017964,-0.21132457,0.20705664,1950,1281,2995,2392,-2514.3624
253,857.2268,308,-39.9168,8,39.90828403,-104.839834,0.08130081,-0.03272727,0.106796116,399,322,426,339,-240.3239
681,3932.4771,961,396.0754,8,40.13434566,-105.0569301,0.013510419,-0.11462293,0.27734488,2213,1252,2786,2154,-2201.0355
829,4373.2698,1233,-70.0072,8,39.73699214,-104.6357648,-0.13522607,-0.19277582,0.13497102,2056,1567,3038,2699,-2567.5347
790,4560.3771,1129,208.8035,8,40.24080488,-104.8954844,-0.097205825,-0.21545827,0.23035666,2294,1435,3554,2788,-2994.968
693,3650.5042,944,439.0363,8,40.39961191,-104.8050909,0.061334644,-0.03415941,0.30027053,2163,1164,2316,1913,-1777.2366
745,3795.1907,1017,-41.9402,8,39.76655579,-104.7841207,-0.1666276,-0.20589548,0.15906128,1778,1290,2700,2489,-2392.53
782,4564.2365,1119,206.1691,8,39.87422647,-104.8399132,-0.12059158,-0.18958588,0.23416711,2319,1439,3404,2955,-2993.6771
790,4444.8228,1192,-7.3203,8,40.41003375,-104.9454312,-0.13735819,-0.19264315,0.15330444,2129,1563,3145,2807,-2705.1407
764,4276.0688,1142,101.8126,8,40.12055864,-105.0614956,-0.08168053,-0.15766823,0.17875719,2153,1500,2959,2536,-2441.2021
1023,5635.8594,1447,460.7887,8,40.72354833,-105.0446408,0.07221458,-0.12020316,0.22106913,3118,1989,3970,2698,-2837.4011
670,4370.3447,1017,842.6319,8,40.27978341,-104.5696999,0.075714014,-0.026370576,0.4044044,2806,1190,2958,2411,-2388.3901
831,4731.4258,1231,112.5022,8,39.88128513,-104.8641052,-0.12233944,-0.1645525,0.19325617,2371,1603,3305,3032,-2889.7852
855,4609.0976,1156,349.1584,8,40.6483784,-105.1027832,-0.002609918,-0.15265222,0.24730103,2484,1499,3379,2497,-2640.5308
620,3695.2979,934,351.6723,8,39.96533286,-104.6162897,0.008551185,-0.114733,0.2732881,2064,1178,2599,2029,-2053.9421
1224,5869.6854,1850,2.6792,8,40.47300562,-104.6417276,-0.01610253,-0.064082526,0.1332324,2994,2290,3404,3092,-2533.535
1307,5634.7463,1819,-63.7871,8,40.52220593,-104.9708403,0.0025,-0.08863636,0.11988829,2807,2206,3353,2793,-2376.3503
1473,6513.8778,2050,-246.9587,8,40.66848707,-104.1803312,-0.07337653,-0.13282572,0.08791792,3075,2578,4017,3562,-3078.0978
739,4831.8778,1161,668.6233,8,40.6297032,-104.8704039,0.028693637,-0.07068105,0.32720166,2886,1463,3325,2725,-2694.9384
1146,6348.1884,1723,79.6488,8,40.06341881,-104.6973526,-0.10100867,-0.15423684,0.16323529,3164,2276,4318,3875,-3632.7337
1040,5318.846,1598,-119.2452,8,40.68591527,-105.1319534,-0.114311114,-0.18740825,0.12460496,2491,1939,3640,3134,-2967.12
778,3977.7719,1011,100.5256,8,40.39896165,-105.0292243,-0.114597544,-0.21634132,0.20856611,1947,1275,3022,2451,-2562.4008
667,4701.697,1053,1098.0722,8,40.24734157,-104.1339361,0.15305199,-0.001255099,0.42863554,3183,1273,3191,2338,-2405.473
801,4656.233,1207,422.4842,8,40.21616965,-105.1416149,0.07434944,-0.11710794,0.23857144,2601,1599,3291,2241,-2366.1985
706,4214.6418,990,535.6668,8,40.11139145,-104.0645552,-0.00248139,-0.14010695,0.3418637,2412,1183,3198,2424,-2625.9435
861,4885.1045,1260,140.3228,8,39.8907354,-104.8556651,-0.11589225,-0.18145296,0.20265618,2445,1621,3529,3086,-3048.2554
947,4759.4604,1264,-42.2927,8,40.88349235,-104.885934,-0.15090004,-0.23060906,0.15589155,2217,1619,3546,3005,-3042.9174
689,4001.6436,1094,93.3878,8,40.05890355,-104.8975217,-0.08166969,-0.14309907,0.17845707,2024,1411,2700,2384,-2236.6033
883,5467.5489,1260,519.4442,8,40.37808188,-103.9916098,-0.016317785,-0.17603204,0.27249467,2984,1706,4259,3083,-3421.7637
1052,5344.9884,1487,-91.7859,8,40.18425073,-103.9560749,-0.15263519,-0.2210162,0.14391315,2476,1853,3881,3368,-3325.0071
803,4640.3915,1136,315.8638,8,40.54549262,-104.5779241,-0.036647175,-0.1576615,0.23611806,2471,1527,3396,2659,-2750.9779
697,4728.6188,1059,744.2037,8,40.17240481,-104.4847603,0.025228126,-0.08510298,0.3578199,2865,1355,3398,2724,-2803.6199
579,3561.4204,928,19.6109,8,40.32733894,-104.9737495,-0.13554217,-0.18811882,0.15764706,1722,1253,2520,2262,-2177.4835
655,3540.148,976,47.9305,8,39.70506819,-104.1991958,-0.09977035,-0.14368932,0.17404327,1764,1241,2356,2155,-1985.7147
733,4041.7297,1044,7.1312,8,39.87537342,-104.3782376,-0.15162216,-0.21358429,0.16697025,1922,1372,2966,2609,-2590.2639
982,5717.0083,1452,418.8498,8,40.48867117,-104.4359771,0.01741253,-0.11931258,0.21918876,3126,2002,3973,3019,-3031.4581
735,4880.1694,1074,609.0504,8,40.22083495,-103.8797085,0.05059244,-0.15003043,0.28709677,2793,1547,3779,2524,-2881.8991
840,4270.8095,1136,-12.013,8,40.58119094,-103.9467386,-0.13453904,-0.27090302,0.1692491,1962,1394,3420,2572,-2834.6604
981,6028.9706,1421,397.9568,8,40.16306358,-104.6641474,-0.11635002,-0.16190977,0.26153237,3186,1865,4417,4025,-3987.2244
723,4013.4126,943,331.024,8,40.01232988,-104.827288,-0.06416759,-0.20045215,0.29311395,2122,1160,3186,2413,-2673.4656
943,5031.2173,1397,97.7656,8,40.62881606,-104.6887845,-0.05484598,-0.16702533,0.16860195,2516,1790,3525,2808,-2779.0647
