blue,brightness,green,greenness,landcover,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
447,2432.8131,733,1135.2782,grassland,0.37923968,0.16708575,0.66687304,3365,672.5,2401.5,1514.5,-518.7311
304.5,2749.9977,657,2146.6886,grassland,0.6013927,0.29809305,0.8129328,4254.5,439,2300.5,1059,-535.3029
309.5,3653.9752,684,2135.6862,grassland,0.5279264,0.22638269,0.7573222,3570,493,2252,1103,-910.4821
437,2460.5396,826.5,1145.1079,grassland,0.39062938,0.14270344,0.633348,3717.5,834.5,2789,1629,-523.1964
335,2778.5378,670,2175.6962,grassland,0.46060404,0.17237678,0.7149961,3276.5,544.5,2313,1210,-538.2391
304,2992.48,669,1991.7042,grassland,0.40636626,0.15793057,0.6875,3402,630,2474,1436,-769.714
442.5,3189.0396,768.5,1768.49,grassland,0.25817385,0.026771372,0.55950123,2876.5,812.5,2726.5,1696,-756.6281
422.5,2779.2417,712,2177.9377,grassland,0.3305475,0.04872899,0.6305147,3104.5,703.5,2816,1562,-538.9426
555,2460.437,864.5,1463.8022,grassland,0.562664,0.29777217,0.74966836,4616.5,660.5,2498,1292,-687.4637
368,3599.349,666,2089.446,grassland,0.60670435,0.2919605,0.78287196,4122,502,2259,1009,-891.9427
271,2436.5847,576,1137.867,grassland,0.5337257,0.23536919,0.7691906,3388,442,2097,1030,-519.832
231.5,3181.2283,235,2411.0794,water,0.51627904,0.40215054,0.1358885,163,124,69.5,52,-787.0785
218.5,3223.6983,245.5,2423.2396,water,0.69721115,0.58364314,0.007092198,106.5,105,28,19,-817.0079
185,2323.9822,138,1627.0247,water,0.43209878,0.29608938,0.07906977,116,99,63,46,-507.2375
147.5,2728.4428,185.5,1835.7014,water,0.6394486,0.42751616,0.51420176,386.5,124,155,85,-724.0713
135,2728.1594,217,1833.6198,water,0.6403996,0.36095765,0.66254216,739,150,347,162,-724.7605
212.5,3046.1439,282.5,1720.5978,water,0.4848485,0.3207547,0.16251482,245,176.5,126,85,-803.3589
162,1115.8256,199,52.672,water,0.5,0.392,0.023529412,87,83,38,29,-94.8315
177.5,2292.0414,161,1607.6005,water,0.71128607,0.56354916,0.23251417,163,101.5,45.5,27.5,-492.1646
348,1538.6923,386,727.4154,water,0.2952381,0.19648094,-0.12820514,204,264,137,111,-181.8161
196,1664.3757,235,985.5241,water,0.4113924,0.29651162,-0.2541806,111.5,187.5,60.5,46.5,-395.274
228.5,2318.806,218,1555.5565,water,0.69187677,0.5647668,0.09618875,151,124.5,42,27.5,-569.6184
266,2278.5026,249.5,1556.9568,water,0.6823821,0.527027,0.08133971,169.5,144,52.5,32,-542.9004
190,1381.4858,313,280.9628,water,0.71252567,0.46572936,0.4040404,417,177,152,70,-192.3245
140,2661.4285,143,1715.5002,water,0.7905759,0.6056338,0.30038023,171,92,42,20,-718.7895
238.5,3127.861,259,2480.6167,water,0.3962264,0.28323698,0.072463766,166.5,144,93,72,-691.482
222.5,3205.4259,271,2526.7978,water,0.36410257,0.2507837,0.07114094,199.5,173,119.5,93,-733.6564
124,2495.3212,142,1734.1362,water,0.5742297,0.30092594,0.5524862,281,81,151,76,-581.0968
135.5,2757.6724,138,2078.259,water,0.6167247,0.477707,0.052154195,116,104.5,41,27.5,-618.9099
186,2238.6665,164.5,1562.1086,water,0.64456236,0.50121063,0.14180478,155,116.5,51.5,33.5,-471.6173
86,2730.2851,165,2001.8556,water,0.5287009,0.29411766,0.611465,506,122,276,156,-645.0548
122,2728.9068,146,1835.0282,water,0.6785714,0.5080214,0.175,141,99,46,27,-727.1237
274.5,3288.1884,344,2588.5868,water,0.31316727,0.2138158,-0.0798005,184.5,216.5,119.5,96.5,-760.8732
316.5,2947.4611,498.5,1672.3236,water,0.42215568,0.28552097,0.028138528,237.5,224.5,132,96.5,-761.3111
183,1940.2937,196,1126.3497,water,0.39583334,0.294686,-0.37674418,67,148,36.5,29,-514.8781
152,1861.8576,149.5,1102.2519,water,0.6756757,0.55,-0.4276923,46.5,116,13.5,9,-484.1984
210,2414.2937,226,1627.5741,water,0.46745563,0.4090909,-0.035019454,124,133,52,45,-606.7668
192,2370.8601,236,1594.8834,water,0.66019416,0.5833333,0.14381272,171,128,45,35,-591.8068
143,2400.1379,161,1557.995,water,0.66492146,0.5215311,0.13978495,159,120,50,32,-621.7187
234.5,2245.7295,310.5,1480.0743,water,0.55766195,0.3946252,0.011282051,246.5,241,107,70,-487.5211
313,1424.9307,366,551.3687,water,0.26213592,0.1641791,-0.11564626,195,246,140,114,-153.635
194,3182.568,352,2319.3384,water,0.6432225,0.45939806,0.61128527,1285,310,476,279,-844.8335
198,1589.9027,267,915.4191,water,0.4834437,0.36585367,-0.2933754,112,205,52,39,-366.1343
163,2420.3425,368,1683.9089,water,0.6096,0.3031088,0.8391225,2515,220,1345,610,-585.8499
317,2035.5654,598.5,1167.8849,water,0.394958,0.33870968,-0.65308255,83,395.5,41,36,-486.6477
268,3273.7541,321,2578.1735,water,0.1984127,0.12686567,-0.10650887,151,187,117,101,-757.2719
128.5,2289.1171,157,1618.0917,water,0.5141243,0.3922078,0.085020244,134,113,58.5,43,-412.3661
209,2636.5567,208,2000.9705,water,0.8095238,0.672956,0.043137256,133,122,26,14,-574.0972
202,3071.8659,261.5,2463.8332,water,0.48861647,0.35135135,0.09536082,212.5,175.5,102,73,-642.8822
283.5,2778.322,339,1550.7914,water,0.48211733,0.3385013,0.1175836,259,204.5,128,90.5,-680.4155
184,2543.66,166,1934.2255,water,0.6923077,0.5247525,-0.099415205,77,94,24,14,-541.0371
250,3259.4655,305,2586.6762,water,0.36526945,0.25274727,-0.05914718,171,192.5,102,79.5,-737.1889
202,2222.0948,207.5,1550.0765,water,0.6658228,0.5518868,0.020155039,164.5,158,47.5,33,-465.0082
250,3215.6127,273.5,2559.9863,water,0.40882918,0.29911503,0.057636887,183.5,163.5,99,77,-717.6996
169,2728.8537,249,1832.802,water,0.7157895,0.53051645,0.16845877,163,116,50,27,-728.4238
172,2621.6644,161,1784.463,water,0.64625853,0.56634307,0.38681948,242,107,67,52,-631.1324
228,2283.6157,208,1603.5309,water,0.6853333,0.5119617,0.13261649,158,121,51,29.5,-507.3365
167,2372.9457,206,1557.1993,water,0.63492066,0.4820144,-0.11965812,103,131,36,23,-604.1506
335,2469.3328,627,1556.373,water,0.29839882,0.1861702,-0.25167784,223,373,153,120.5,-515.9589
127.5,1929.944,157.5,1242.2955,water,0.46743295,0.3252595,0.2536825,191.5,114,97.5,69.5,-388.6293
230,2369.4077,334,1581.7543,water,0.71428573,0.5697074,0.005512679,228,225.5,62.5,38,-585.2805
310.5,2299.1082,308.5,1556.4405,water,0.50554675,0.30674002,0.050884955,237.5,214.5,126,78,-556.0438
156,2386.0587,200.5,1606.3952,water,0.522807,0.42295083,-0.041942604,108.5,118,44,34,-596.0305
116.5,3181.8962,165.5,2250.9876,water,0.6785714,0.5222672,-0.25984251,94,160,29.5,18,-887.6248
190,2396.2855,214.5,1605.5076,water,0.64028776,0.5,0.15151516,171,126,57,37.5,-587.2393
181.5,3068.914,332,2213.6703,water,0.7837838,0.625,-0.19738074,214.5,320,49.5,26,-819.0713
174,2443.7121,475,1535.8693,water,0.49251378,0.33662668,0.1300716,473.5,364.5,235,161,-504.2591
219,1428.0081,281.5,588.9283,water,0.40344828,0.277865,0.1014885,203.5,166,115,86.5,-204.8014
251,3234.8783,254,2582.2642,water,0.5174825,0.37341774,0.11568123,217,172,99,69,-716.8258
287,879.3564655,270,150.6305447,water,0.27675277,0.2013889,-0.14778325,173,233,115,98,-156.4558945
218,3054.4302,267,1711.1533,water,0.52313167,0.38511327,0.1292876,214,165,95,67,-798.8782
256.5,2281.9448,261,1558.7002,water,0.7182131,0.55520993,0.15340254,250,183.5,71.5,41,-544.7647
133.5,2461.0453,184,1686.7577,water,0.5926893,0.38321996,0.32897604,152.5,77,68,39,-565.9681
158,2410.9764,184.5,1670.5518,water,0.28894806,0.17761557,0.18192919,242,167.5,169,133.5,-586.0168
234.5,2284.496,376.5,1513.7728,water,0.5753086,0.35456476,-0.13079019,159.5,207.5,76,43,-490.5454
146,2667.1891,158,2022.0231,water,0.6923077,0.5420561,-0.09090909,82.5,99,24.5,15,-586.1339
264,1706.0266,505,666.9007,water,0.24714829,0.16725978,-0.46579805,164,450,117,99,-332.0423
110.5,2497.3028,135,1734.2918,water,0.5973597,0.38681948,0.18337408,121,83.5,53.5,30.5,-582.5993
220.5,1942.8276,337.5,1232.4487,water,0.64955753,0.55592656,-0.068931065,233,267.5,66.5,49.5,-506.9702
185,2769.9909,168,2040.6897,water,0.64634144,0.47540984,0.050583657,135,122,48,29,-652.7857
157,2392.5975,157,1651.2592,water,0.6685714,0.56989247,0.22689076,146,92,40,29,-581.5337
178,2251.0811,130,1580.4919,water,0.5145631,0.36842105,-0.0877193,78,93,36,25,-474.7708
205,2355.5382,181.5,1641.5122,water,0.6756757,0.51836735,0.18095239,186,129,59,36,-527.4914
301.5,3136.1092,479,2441.6782,water,0.5886525,0.4834437,-0.37777779,112,248,39,29,-725.2983
169.5,2535.1342,204,1790.294,water,0.6188119,0.48636365,0.19561243,163.5,110,56.5,38.5,-588.0577
244,3062.2808,274.5,2417.581,water,0.32053742,0.2241993,0.011764706,172,168,109,88.5,-670.1509
268,2238.081,276,1569.9372,water,0.63684213,0.4916067,0.21011673,311,203,106,69,-469.7857
230.5,1045.7095,242,140.6221,water,0.342246,0.22738387,-0.117750436,125.5,159,79,61.5,-72.5446
159.5,2563.8062,182.5,1760.831,water,0.6627566,0.48235294,0.37621358,283.5,128.5,99,57.5,-599.6498
199,2374.3554,237,1598.853,water,0.7382199,0.61165047,0.110367894,166,133,40,25,-592.371
188.5,2841.8614,213,2208.4982,water,0.3814433,0.28598848,0.058451816,167.5,149,93,75,-591.6367
151.5,1896.0253,150,1114.8562,water,0.5652174,0.35338345,-0.4357367,45,114.5,21.5,12.5,-499.0569
350,2698.1759,390,1922.7132,water,0.38779342,0.27304047,0.15109034,369.5,272.5,211,163,-667.1339
217,2898.4997,318,2178.5371,water,0.8291457,0.69302326,-0.19290465,182,269,33,17,-666.2734
230,2451.9657,280,1697.0502,water,0.52427185,0.3652174,0.003194888,157,156,73,49,-561.7136
201,2958.3137,229,2261.3244,water,0.5555556,0.4601227,-0.048,119,131,44,34,-672.1812
334,2397.3231,328,1632.2428,water,0.5686275,0.42857143,-0.11111111,80,100,32,22,-545.2939
151,2467.9133,187,1705.1201,water,0.64634144,0.43617022,0.14893617,135,100,53,29,-570.8064
238.5,1690.6259,306,967.5404,water,0.35365853,0.26495728,-0.3772791,111,245.5,64.5,53,-406.8263
214,2321.0107,160,1626.357,water,0.27083334,0.08928572,-0.02008032,122,127,102,70,-506.0965
177,2356.904,214,1562.7257,water,0.71428573,0.5944056,-0.07692308,114,133,29,19,-589.449
128,1371.1602,191,506.6255,water,0.6157518,0.44812834,0.44503736,338.5,130,129,80.5,-199.7458
210,2185.0085,248,1519.6723,water,0.7721519,0.627907,0.16991644,210,149,48,27,-451.7756
287,2796.7568,359.5,2161.1436,water,0.40402195,0.2821369,0.029490616,192,181,107.5,81.5,-577.4159
181.5,2923.3112,220.5,2275.9962,water,0.4021978,0.28370222,0.019169329,159.5,153.5,89,68,-628.3606
167.5,2640.01,191,1787.2885,water,0.5978062,0.4590985,0.19398907,218.5,147.5,81,55,-645.0737
215,2191.7245,169,1520.7183,water,0.4642857,0.33333334,-0.22274882,82,129,41,30,-455.96
183,3289.6552,198,2607.9917,water,0.41645885,0.30574712,0.04029304,142,131,75.5,58.5,-745.4921
238,2120.3444,404,1178.2372,water,0.4528302,0.30508474,-0.5625,77,275,41,29,-523.8925
95,2734.8594,105,1834.9948,water,0.7714286,0.57360405,0.40271494,155,66,42,20,-734.2502
282,1028.594022,254,138.8651518,water,0.22666667,0.1323077,-0.056410257,184,206,141,116,-219.9772494
155,2507.5801,174,1764.9471,water,0.6564103,0.43555555,0.5058275,323,106,127,67,-607.8705
198.5,2848.2763,235,2229.5168,water,0.38174275,0.24719101,-0.027737226,166.5,176,100.5,74.5,-582.0956
194,1692.4544,231.5,1024.1169,water,0.39923954,0.29122806,-0.35211268,92,192,50.5,39.5,-404.1261
153.5,1917.3125,190.5,1154.7617,water,0.44230768,0.3392857,-0.3644068,75,161,37,29,-513.0984
317,1013.061905,285,105.0275427,water,0.24848485,0.16713881,-0.055045873,206,230,147,124,-220.7392259
162,2661.7612,151,1733.7357,water,0.7276596,0.5797665,0.28481013,203,113,54,32,-703.6081
207.5,2745.5725,392,2036.8867,water,0.71647507,0.550173,-0.26436782,112,192.5,32.5,18.5,-607.2039
166,2372.5275,205,1554.4606,water,0.6764706,0.56164384,-0.046025105,114,125,32,22,-607.1734
194.5,2055.4315,243,1011.6835,water,0.3837838,0.2929293,-0.41149426,64,153.5,35,28.5,-467.2102
175.5,2626.3034,193.5,1852.516,water,0.54545456,0.3860911,0.20668058,144.5,95,64,42.5,-633.0527
315,2156.109,561,1208.8267,water,0.7866667,0.654321,-0.6876457,67,362,14,8,-540.0094
118,1729.34231,150,718.0298745,water,0.43356642,0.34868422,0.31832796,205,106,99,81,-402.1700898
199,2844.004,249,2236.6894,water,0.372043,0.26587301,-0.078034684,159.5,186.5,92.5,73,-571.6208
280.5,2137.8024,318,1335.2083,water,0.50344825,0.34567901,0.1978022,272.5,182.5,132.5,90,-367.524
301,1996.5056,495,1214.8463,water,0.5112016,0.3715342,0.0676259,371,324,170,120,-400.4667
298.5,2442.273,534,1516.2105,water,0.6196868,0.448,0.18688525,362,248,138,85,-508.1151
161,2379.4909,190,1563.613,water,0.7246377,0.58666664,0.034782607,119,111,31,19,-609.1575
173,2606.2759,203,1624.9441,water,0.6740088,0.484375,0.16564417,190,136,66,37,-733.757
205,2342.5113,214,1633.8842,water,0.72490704,0.57288134,0.21465969,232,150,63,37,-524.4652
194,3251.5562,292,2560.1104,water,0.3557047,0.2625,-0.15126051,101,137,59,48,-750.6398
136,2607.3933,220,1878.0304,water,0.65656567,0.5769231,0.021806853,164,157,44,34,-622.4787
293,2663.2644,330.5,1492.5385,water,0.3837535,0.27155727,0.11136108,247,197.5,141.5,110,-630.2113
282,2963.2571,529.5,2364.96,wetlands,0.6256261,0.29294053,0.83342093,3489,317,1908,803.5,-603.1384
132.5,3170.7461,323,2250.8229,wetlands,0.6878719,0.40602365,0.8140679,1844,189,779,341,-878.3285
170,2625.247,355,1850.1071,wetlands,0.6763599,0.38731596,0.8581722,2450,187,1082,473,-630.267
187.5,2415.559,508,1441.4555,wetlands,0.6304757,0.34918988,0.80592245,3247.5,349,1566.5,736,-683.4333
199,3161.1751,388,2248.0791,wetlands,0.74398094,0.42862722,0.89288485,3658,207,1463,537,-872.078
234,2413.4478,460,1640.3311,wetlands,0.7100951,0.39829478,0.8862487,3731,225,1605.5,632.5,-547.5024
302,1612.387256,523,651.2702188,wetlands,0.45928952,0.18569604,0.6596353,2321,476,1594,860,-366.2092651
286,2470.5104,643.5,1736.6697,wetlands,0.55421275,0.268211,0.7149327,3408,566.5,1966.5,977.5,-525.9223
103,2628.1936,278,1784.8205,wetlands,0.68796295,0.40609333,0.8442084,1823,154,770,337,-636.3656
248.5,1542.490995,452.5,458.7532918,wetlands,0.6463768,0.36904123,0.81986475,2556,253,1178,549,-375.4971431
188.5,3175.2376,408,2250.8961,wetlands,0.5500443,0.28487518,0.72882193,1750,274.5,974,508,-882.6319
258,2119.0315,524,1277.4528,wetlands,0.36680615,0.08719769,0.66101694,2450,500,2057,1135,-630.5887
263,3209.478,493,2283.6479,wetlands,0.5480454,0.20070423,0.8068884,3069,328,2043,896,-891.302
305,2128.5104,567,1280.5985,wetlands,0.37853107,0.12798053,0.60470754,2318,571,1792,1045,-635.454
398,1589.426662,688,615.8044804,wetlands,0.4768169,0.16999829,0.69883406,3424,607,2429,1213,-362.8710541
117,2637.0959,313,1787.5753,wetlands,0.69148934,0.40481928,0.8152569,1749,178,741,319,-643.1242
155,2608.7743,399,1730.2702,wetlands,0.6520226,0.40614587,0.76159555,1899,257,802,400,-659.5539
344,2197.1521,490,1325.4832,wetlands,0.32457292,0.07291112,0.6063745,2016,494,1742,1028,-585.6945
268,3092.878,507,2230.4192,wetlands,0.5933082,0.29639572,0.81238276,3381,350,1835,863,-819.8435
191.5,2331.9988,385,1377.9729,wetlands,0.64959276,0.3600955,0.82755166,2278.5,215,1072,484,-640.6723
301,2131.8239,503,1302.9256,wetlands,0.366824,0.12299169,0.6030051,2027,502,1583,939,-622.8222
216,2288.7439,489,1366.7955,wetlands,0.6430628,0.33896318,0.8236422,2854,276,1409,620,-640.9876
211.5,2466.441,501,1731.9061,wetlands,0.6385789,0.3467478,0.80688095,3597.5,384.5,1745,793.5,-525.5175
306.5,2287.4152,515,1693.8279,wetlands,0.5919725,0.27019855,0.8313984,3470.5,319.5,1994,889.5,-490.7652
289.5,2558.8303,532.5,1794.6417,wetlands,0.62878263,0.3190534,0.824793,3525.5,338.5,1820,803.5,-606.8729
108,2695.9287,318,1762.2298,wetlands,0.68937093,0.3882353,0.8446234,1947,164,858,358,-734.9973
324,1614.231874,543,658.5049275,wetlands,0.50133395,0.19636644,0.7530445,3095,436,2079,1028,-365.3746627
246,2500.6663,489,1719.1367,wetlands,0.50300884,0.23143852,0.6855895,2123,396,1325,702,-579.8131
111.5,2615.9426,315.5,1782.6574,wetlands,0.7143381,0.3973995,0.86887866,2337.5,164,1008,389.5,-627.0781
234,2142.94,461,1324.7802,wetlands,0.48143053,0.20977254,0.6607556,2154,440,1407,754,-615.4597
212,2443.9588,417,1721.1561,wetlands,0.7165269,0.42064026,0.8741878,3173,213,1294,524,-603.9787
235.5,1828.406947,407.5,1048.769187,wetlands,0.66934764,0.3881595,0.8455459,2802,234.5,1235,555,-378.1011129
116.5,2978.3266,314.5,2150.7219,wetlands,0.6824205,0.4083934,0.82292414,1904.5,185,800,359.5,-782.9821
142,2781.5888,334,1899.762,wetlands,0.64501375,0.35851908,0.791729,1798,209,849,388,-748.5332
92,2848.2803,259,2038.4815,wetlands,0.73712444,0.46053225,0.84922904,1619,132,598,245,-732.6531
274,3210.8855,536,2283.0095,wetlands,0.6332244,0.32175228,0.8363064,3500,312,1796,786,-892.9639
171,2561.0893,341,1779.6179,wetlands,0.6767466,0.3846154,0.8532463,2412,191,1072,465,-608.5413
168,3046.2491,392,2253.745,wetlands,0.65191317,0.32668272,0.85327566,2892.5,229,1468,609.5,-767.4985
286,1800.790374,489,999.1283239,wetlands,0.522894,0.19373389,0.7705882,3010,390,2033,943,-376.0565624
209,2952.662,415,2130.2288,wetlands,0.643935,0.31790158,0.85615987,2832.5,219.5,1466,613.5,-773.1516
237.5,3205.1783,499.5,2279.0289,wetlands,0.53978074,0.2422318,0.77392715,2738.5,349,1670.5,818.5,-890.2863
212,2788.2137,368,1912.3068,wetlands,0.7279597,0.39971435,0.87945205,3430,220,1471,540,-747.8362
240,2698.238,449,1756.4069,wetlands,0.60197276,0.26044282,0.80930537,2761,291,1620,686,-745.7496
204.5,2259.6217,452.5,1652.0042,wetlands,0.59103644,0.30096197,0.79434526,2840,325.5,1526,730,-490.9824
212,2675.0785,432,1896.3189,wetlands,0.46306506,0.17381689,0.68901145,1990.5,366.5,1401,730.5,-632.9292
265.5,2471.0217,538.5,1735.5861,wetlands,0.51131344,0.21154878,0.7128983,2822,473,1836.5,912.5,-528.6647
263,2469.9049,493,1734.9369,wetlands,0.53214705,0.196713,0.7818731,2949,361,1979.5,900.5,-527.5326
224,3172.017,432,2250.396,wetlands,0.4754957,0.23986168,0.71926767,1972,322,1209,701,-880.0985
260,2440.7759,504.5,1717.1863,wetlands,0.6923434,0.39973134,0.8614266,3647,271.5,1564,663,-604.0951
172,1845.814315,324,1101.492117,wetlands,0.6049856,0.32436708,0.74012476,1674,250,854,412,-376.1960133
188,2213.1846,380,1424.6194,wetlands,0.67702657,0.37519705,0.860647,2617,196,1189,504,-522.6726
222,2781.1164,366,1901.6254,wetlands,0.69031143,0.36135626,0.8722453,2931,200,1375,537,-747.118
280,2797.2721,581.5,1926.1059,wetlands,0.62670875,0.36636636,0.81658053,3867.5,390.5,1793.5,887.5,-748.5835
263,1838.865373,516,1086.316264,wetlands,0.63398033,0.3212393,0.8065775,3241,347,1665,726,-376.69724
249,1842.918814,447,1091.061184,wetlands,0.48264572,0.17885967,0.7035365,2264,394,1577,790,-377.1004525
276,3053.6478,543,2244.2719,wetlands,0.5288604,0.18849473,0.7728833,3099,397,2116,955,-785.1307
201.5,2955.1313,345.5,2132.3057,wetlands,0.71458715,0.39022565,0.88378495,3250,200.5,1425.5,541,-773.9334
292,1618.490806,520,659.6524561,wetlands,0.45310855,0.16864407,0.71144897,2758,465,1962,1038,-367.5986816
255.5,1543.291666,461,455.6164886,wetlands,0.6464841,0.3683563,0.83834714,2780.5,244.5,1283.5,597,-375.5722494
159,3034.0245,394,2213.9487,wetlands,0.66861826,0.3843912,0.7943337,2137.5,245,950.5,424.5,-792.4151
162,2625.3109,348,1786.0461,wetlands,0.6750238,0.36700338,0.84223384,2639,226,1222,512,-632.9652
136,2685.7976,329,1736.4954,wetlands,0.6650549,0.36209998,0.8115734,1894,197,887,381,-741.2265
214,2677.4444,385,1730.2075,wetlands,0.7048093,0.36429992,0.8713592,3084,212,1437,534,-733.4139
213,2205.506,421,1412.0708,wetlands,0.6460481,0.32809612,0.8476374,2874,237,1454,618,-514.5444
241.5,2126.1444,437,1281.6636,wetlands,0.42876643,0.17728104,0.66348827,2093.5,423.5,1463,837,-632.7027
243.5,2439.7683,480,1709.494,wetlands,0.5965991,0.29809636,0.77955973,3051.5,378,1650,771,-513.3929
160,2683.0059,348,1910.2146,wetlands,0.66615856,0.41351438,0.83389264,2186,198,907,438,-646.6341
262,1376.9079,639.5,331.6196,wetlands,0.6098625,0.3186774,0.8032507,3689,402.5,1906,894,-161.9437
192,2058.9069,480,1347.0175,wetlands,0.69633764,0.38880062,0.85418874,3497,275,1539,626,-541.6019
232,3027.8034,440,2290.4205,wetlands,0.65486723,0.3604365,0.85283405,3179,252.5,1494.5,663,-677.6122
289,2739.3961,524.5,1826.1202,wetlands,0.65711284,0.31796926,0.86307836,3946,290,2042,816.5,-747.1536
230,2619.1358,426,1778.0966,wetlands,0.6856341,0.37998748,0.87563884,3303,219,1484,616,-681.8101
447,1529.725806,698,451.8526424,wetlands,0.5083083,0.20092453,0.7559725,3767,523.5,2506.5,1228,-370.8167424
162,2780.4099,351,1903.1949,wetlands,0.6991273,0.37387994,0.8870769,3066.5,183.5,1397.5,543,-746.7903
310,3144.5578,695,2248.7597,wetlands,0.57629204,0.24691759,0.7903564,3843,450,2321,1033,-855.9412
296,2101.8235,571,1295.321,wetlands,0.54867464,0.2787139,0.70881325,3301,562.5,1862,962,-484.8536
347.5,1530.882065,560,447.4891365,wetlands,0.5676576,0.29652396,0.77819765,3058.5,381.5,1659.5,843.5,-371.4934925
196.5,2457.404,354,1699.2045,wetlands,0.7094936,0.4095059,0.8729706,2624.5,178,1099.5,446,-555.1723
303,3079.8334,655,2469.6092,wetlands,0.57737046,0.30580682,0.7975497,4475,504,2379,1199,-644.7783
186.5,2370.2363,377.5,1644.2179,wetlands,0.5765404,0.2694308,0.76855296,2258,295.5,1299.5,606.5,-522.3366
245,3061.2743,461.5,2213.59,wetlands,0.60465115,0.26682135,0.8338201,3139.5,284.5,1817,773.5,-813.9059
269.5,2419.0615,480,1674.4418,wetlands,0.68876827,0.40524843,0.8509704,3266.5,263,1382.5,602,-539.9079
191,2144.4537,419,1328.5942,wetlands,0.5032415,0.24580255,0.65256125,1855,390,1123,613,-614.5214
421,1664.850923,678,708.2096051,wetlands,0.48877594,0.18729945,0.73451763,3515,538,2406,1207,-376.4353267
200.5,2555.9227,372.5,1771.2397,wetlands,0.6575616,0.35475087,0.8467248,2488,206.5,1185,514,-605.1846
177,3140.4695,536,2247.4428,wetlands,0.64167887,0.33752978,0.8568729,3931,303,1947,858,-853.6681
365,2186.7615,526.5,1318.5856,wetlands,0.29981202,0.05211107,0.57337886,2074.5,562.5,1869,1117.5,-577.0643
161,2644.7984,366,1868.4641,wetlands,0.6580016,0.37719297,0.7990304,2041,228,923,421,-634.2063
287,2545.3408,509.5,1925.7804,wetlands,0.4938582,0.24761017,0.7353656,2675.5,408,1613.5,906.5,-466.7766
250,2590.8833,486,1844.6743,wetlands,0.42035207,0.10070985,0.70427614,2481,430.5,2027,1012.5,-577.7849
102,2680.2869,263,1732.8547,wetlands,0.694859,0.39872262,0.83702815,1533,136,659,276,-735.8984
213,2951.564,385,2129.5566,wetlands,0.6971718,0.37683982,0.87972814,3180.5,203.5,1439.5,567.5,-772.801
211.5,1289.2752,463.5,413.9166,wetlands,0.64718974,0.35391653,0.83225006,2960,271,1412.5,634,-172.9393
199,2677.596,367,1729.5345,wetlands,0.7161644,0.38799024,0.87882423,3132,202,1381,518,-735.7857
212,2947.3901,516,2183.4355,wetlands,0.7098795,0.42633167,0.8421599,3548,304,1427,602,-694.3651
135,3155.9917,320,2247.4004,wetlands,0.65512264,0.35579196,0.85523653,2294,179,1090,478,-868.8236
328,1611.436273,582,640.9650824,wetlands,0.5481024,0.22550218,0.7721647,3508,451,2217,1024,-367.8323345
227,2738.4328,415,1984.0627,wetlands,0.74209243,0.44296655,0.8916777,3580,205,1382,530,-639.1042
164,2589.8701,375.5,1809.5087,wetlands,0.6709137,0.37281293,0.82541263,2295,219.5,1048.5,452,-588.6128
221,1777.4382,344.5,1004.4832,wetlands,0.6600775,0.3683706,0.83583367,2141.5,191.5,988.5,438.5,-437.7006
242,2401.8813,497,1662.7744,wetlands,0.5030186,0.18326996,0.7722096,3112,400,2148,1029,-534.1817
225,2490.7674,441,1714.1209,wetlands,0.50513154,0.21732569,0.68427646,2016.5,378,1296.5,663,-575.7451
155.5,2989.1839,377,2158.7347,wetlands,0.6434136,0.33746397,0.8268058,2320.5,220,1149.5,503.5,-787.0527
214,2787.8699,393,1911.3682,wetlands,0.71878076,0.39116594,0.88209957,3496,219,1530,572,-748.6065
147,2782.4246,336,1901.3502,wetlands,0.60384035,0.3104872,0.7652948,1587,211,835,392,-747.5338
97,2750.541,271,1849.0206,wetlands,0.72,0.43222308,0.8545637,1849,145,733,301,-743.8669
162.5,2671.636,372,1716.5402,wetlands,0.62321496,0.3136761,0.82427984,2216.5,213.5,1158,514.5,-737.673
156.5,2558.3917,330.5,1743.4187,wetlands,0.7056795,0.43121743,0.8136919,1854.5,190.5,737,320,-609.7054
301,2352.7321,466,1632.6282,wetlands,0.43453994,0.13015075,0.69002444,2249,412.5,1731,886.5,-515.2805
290,2425.9134,510,1662.8587,wetlands,0.45843092,0.16130537,0.6968665,2491,445,1799,925,-586.334
179,2623.4374,380,1786.0506,wetlands,0.60151565,0.3160353,0.8088445,2536,268,1318,631,-632.1748
165,2655.8726,347,1877.2784,wetlands,0.72862154,0.4281257,0.89249855,3204,182,1283,503,-636.013
135,2127.1832,292,1302.1021,wetlands,0.5699105,0.34531513,0.7032767,1403.5,244.5,683,384.5,-620.8593
248,2397.0442,484,1655.5652,wetlands,0.67190224,0.38506025,0.83524907,2874,258,1276,564,-549.6294
163,2127.0457,239,1293.2872,wetlands,0.54010695,0.27433628,0.6441484,864,187,492,258,-625.9972
155,2978.4271,377.5,2149.1298,wetlands,0.6610109,0.3478261,0.8321513,2325,213,1125,474.5,-782.7301
260,2673.5374,468,1722.3325,wetlands,0.59396935,0.2407932,0.81688887,3066,309,1876,781,-742.0749
225,2669.2672,432,1712.8712,wetlands,0.73405254,0.4041018,0.8785569,3697,239,1569,567,-736.6392
326,2534.1326,888.5,1913.3666,wetlands,0.59180325,0.3391949,0.7296816,3884,607,1916.5,996,-464.7022
