blue,brightness,green,greenness,landcover,nbr,ndmi,ndvi,nir,red,swir1,swir2,wetness
417,2590.5665,698,1846.0923,developed,0.50610524,0.24115197,0.706584,3577,615,2187,1173,-612.7237
469.5,3158.6528,842,1913.9632,developed,0.43063107,0.20063473,0.5893396,3026.5,782,2015,1204.5,-925.5376
885.5,3154.5959,1381.5,1913.5851,developed,0.07561537,-0.07429703,0.30511388,3037,1617,3524.5,2610,-921.8136
571,3302.5262,1068.5,2017.2387,developed,0.047216773,-0.053320605,0.19586563,1735.5,1167,1931,1579,-1039.4527
4379,2950.3577,5303,1730.0158,developed,0.46241355,0.089307964,0.045280613,6556,5988,5481,2410,-774.8664
882,3294.5014,1240.5,2026.9209,developed,0.005637171,-0.03460151,0.38452494,2943.5,1308.5,3154.5,2910.5,-1028.4036
669.5,1537.840756,1055.5,443.3530329,developed,0.36990887,0.12226708,0.57309127,3683,999.5,2880.5,1694,-376.5800824
587.5,1603.090547,832.5,669.1989894,developed,0.23747326,0.050870147,0.5604146,2747.5,774,2481.5,1693,-358.8789125
545,1624.389675,847,649.8646302,developed,0.30870032,0.09726225,0.57538146,3046,821,2506,1609,-371.11558
482,1654.486158,637,718.270671,developed,0.20259228,-0.001170138,0.552,2134,616,2139,1415,-370.237918
517,1651.327924,786,698.5222847,developed,0.24342246,0.046915803,0.6185438,2906.5,685,2646,1768.5,-373.310231
419,1686.660714,675,745.557862,developed,0.44397464,0.18411928,0.74724996,3415,494,2353,1315,-378.0981816
413,3174.6371,840,2444.4166,developed,0.35909605,0.15631609,0.56777894,3007,829,2194,1418,-726.7177
431.5,2564.0521,799.5,1601.376,developed,0.32411432,0.12109724,0.48749816,2513.5,866,1970.5,1283,-709.2702
549,1631.017184,720,660.2611443,developed,0.36328393,0.12813738,0.6240152,2989,692,2310,1396,-372.4204647
302.5,1830.251784,582.5,1052.58367,developed,0.5692653,0.2714714,0.79313,3497.5,403.5,2004,960,-378.4843043
465,2772.904453,695,1952.111522,developed,0.48246992,0.26983416,0.63426596,2833,634,1629,989,-675.0290055
1592,3157.3057,1794,1913.4586,developed,0.22149123,0.09591737,0.27630323,3342,1895,2757,2130,-923.7946
512,1804.501364,802,1002.938324,developed,0.27986127,0.055793993,0.5905172,2952,760,2640,1661,-377.2270541
2497,3153.2413,3130.5,1907.9046,developed,0.05742497,-0.027133636,0.11424465,4069.5,3235,4296.5,3627.5,-920.1933
707.5,2828.273864,1052.5,2049.68358,developed,0.32304418,0.14681122,0.36781293,2486,1149,1849.5,1272,-682.2086392
1144,3306.0789,1710,2022.1628,developed,-0.13335642,-0.17083679,0.1300813,2502,1926,3533,3272,-1039.2084
709,1656.078173,1002,728.1526525,developed,0.114815585,-0.03429603,0.4762693,2675,949,2865,2124,-369.0204424
644.5,3310.7755,1120.5,2029.9466,developed,0.06942978,-0.04050213,0.23243079,2025.5,1261.5,2196.5,1762.5,-1038.1537
490,1593.77856,764,627.7468741,developed,0.30862504,0.09683605,0.6356877,2860,637,2355,1511,-363.1045086
1888.5,2793.77907,2397,1995.17,developed,0.35425928,0.14250727,0.15470298,3732,2732,2801,1779.5,-686.962822
455,1687.344806,673,758.4178024,developed,0.29368877,0.05206596,0.67988163,2839,541,2558,1550,-376.0990847
554,2793.621391,869.5,1994.098319,developed,0.16390543,0.018724483,0.28983957,1809,996,1742.5,1299.5,-686.9202894
425,2562.0391,856.5,1600.2816,developed,0.42672214,0.2017134,0.5815503,3086,816.5,2050,1240,-709.2186
489.5,3303.1192,819,2014.586,developed,0.2626886,0.1306039,0.5288581,2761.5,851,2123.5,1612.5,-1041.1616
671,1684.663502,906,744.4720455,developed,0.31159827,0.10812094,0.63398695,3500,784,2817,1837,-378.0469863
376,1595.747991,624.5,493.310909,developed,0.49336436,0.21442772,0.76063687,3207,436,2074.5,1088,-389.971422
888,1567.695153,1370,550.7611569,developed,0.2615142,0.079789385,0.48994038,3999,1369,3408,2341,-367.5638569
558,1608.634125,845,676.4475882,developed,0.297737,0.083972126,0.60816747,3111,758,2629,1683.5,-358.8373412
632,1633.259954,852,655.2644439,developed,0.18125887,0.008484849,0.46521866,2496,911,2454,1730,-374.0708184
343.5,2772.229212,539.5,1949.89445,developed,0.417439,0.2215159,0.5496278,1873.5,544.5,1194,770,-674.9681451
581,1683.958078,782,738.812882,developed,0.19032188,-0.00307581,0.56400794,2755,768,2772,1874,-378.565289
428.5,1818.10401,684.5,1028.551784,developed,0.33577815,0.09179468,0.658037,2914,601,2424,1449,-378.0358698
437.5,444.1857,719.5,-186.5768,developed,0.5401476,0.3138714,0.70045686,3443,606.5,1798,1028,-28.5537
513,1620.597751,756,649.7843647,developed,0.17515923,0.015729453,0.5711679,2583,705,2503,1813,-369.6091882
581,1703.474895,773,767.8363475,developed,0.3176384,0.10012285,0.6924167,3582,651,2930,1855,-381.1204898
687.5,1658.651828,1095,692.8136125,developed,0.25819114,0.0342264,0.56323546,3686.5,1030,3442.5,2173.5,-377.4093271
509,1693.190991,727.5,746.4212369,developed,0.27225414,0.07013224,0.65081596,2933.5,620.5,2549,1678,-380.9058863
749,2817.208129,1088,2036.137411,developed,0.15215665,0.07426598,0.23833902,2177,1339,1876,1602,-684.8987482
1157,2790.852492,1329,1985.08361,developed,0.30646968,0.0745719,0.26841992,2918,1683,2513,1549,-678.5731522
736,2050.4657,1053,793.0001,developed,0.028037382,-0.04854911,0.16302864,1705,1227,1879,1612,-388.1366
411.5,2562.9039,742,1599.788,developed,0.11090809,0.009799037,0.31715772,1520,788,1490.5,1216.5,-709.589
560,1656.893031,832,707.0481863,developed,0.248497,0.044951357,0.63003665,3115,707,2847,1875,-373.4182769
567.5,2791.855344,879,1992.516945,developed,0.048924357,-0.03710782,0.17970732,1511.5,1051,1628,1370.5,-685.8819773
476,2827.251887,768.5,2047.798302,developed,0.42500678,0.18841891,0.5530594,2627,756,1794,1060,-682.4253859
797,2953.0071,1170,1731.0323,developed,-0.008358048,-0.056197073,0.1606185,1839,1330,2058,1870,-776.9285
471.5,2563.478,766,1600.582,developed,0.049577393,-0.04433724,0.32758895,2080,1053.5,2273,1883.5,-709.4296
595,1626.61538,803,650.8069808,developed,0.17562546,0.007001909,0.4929223,2373,806,2340,1664,-371.7728839
364,1837.676354,563.5,1056.407615,developed,0.37477097,0.13471381,0.6785407,2438.5,467,1859.5,1109,-380.4509616
570,2562.9039,898.5,1599.788,developed,0.010199556,-0.0774838,0.250961,1708.5,1023,1995.5,1674,-709.589
472,2833.704085,813,2060.58506,developed,0.23245263,0.07998129,0.46046805,2309,853,1967,1438,-684.4723271
522,2772.80106,643.5,1950.685336,developed,0.18725516,0.070654735,0.23364994,1136.5,706,986.5,778,-674.8093702
545,1665.303446,894,700.7063196,developed,0.3481188,0.13052142,0.6306587,3404,771,2618,1646,-378.4909765
194,1652.712678,274,694.0153129,developed,0.48354712,0.23034227,0.7757009,1330,168,832,463,-374.5930898
334.5,1823.437512,536,1039.769121,developed,0.4537894,0.17663664,0.72004443,2709.5,441,1896,1018,-377.7599561
525.5,2770.877334,731.5,1948.032282,developed,0.40425533,0.1902834,0.55730337,2425.5,689.5,1650,1029,-673.7285255
396,2825.306944,623,2045.569676,developed,0.41534653,0.18926789,0.6827546,2859,539,1949,1181,-682.2932063
231,2021.2579,498,1313.5874,developed,0.60771084,0.31831655,0.8051948,3336,360,1725,814,-311.8697
1457,3296.5361,2218,2029.3027,developed,-0.18594718,-0.18481928,0.1260714,3383,2625.5,4917,4928.5,-1028.606
600,2974.9719,929,1733.6926,developed,0.026383527,-0.06697865,0.2110858,1595,1039,1824,1513,-787.3925
500,1526.613509,841,446.6874737,developed,0.4831331,0.2225303,0.7038755,3858,670.5,2453.5,1344.5,-370.8586114
359,2350.9624,635,1640.4497,developed,0.36637276,0.16304348,0.5550173,2247,643,1617,1042,-519.7896
1369,2953.6055,2008,1729.3027,developed,0.15997821,0.046526868,0.19580682,3194,2148,2910,2313,-776.5441
357,1823.276944,524,1037.392179,developed,0.42883867,0.16216558,0.6432413,2291.5,497.5,1652,916,-378.3456502
559,1668.764486,821,731.1289247,developed,0.28686544,0.06608812,0.63334185,3194,717,2798,1770,-373.2588373
464,1656.530696,721,720.6493671,developed,0.2559216,0.05319635,0.5581827,2306.5,654,2073.5,1366.5,-371.0760922
424,1687.885829,619,754.4930282,developed,0.28241733,0.051297054,0.6749534,2695,523,2432,1508,-377.0076027
375,2742.0382,617.5,1891.9488,extraction,0.01578854,-0.11703932,0.3306995,1431.5,720,1811,1387,-723.5258
507.5,2584.1754,649.5,1621.6234,extraction,-0.041245136,-0.06995471,0.107913665,924,744,1063,1003.5,-722.3334
500.5,2687.0952,600,1799.0429,extraction,-0.12002243,-0.10317233,0.08506224,784.5,661.5,965,998.5,-723.1884
347,2559.4978,484,1594.9971,extraction,0.1411161,0.022413794,0.26125488,889.5,521,850.5,669.5,-715.6729
534,2578.7778,689,1612.9085,extraction,-0.103154734,-0.10984095,0.07664563,895.5,768,1116.5,1101.5,-722.0539
530,2702.1924,900,1838.3335,extraction,0.02372035,-0.072660446,0.18711546,1640,1123,1897,1564,-717.859
538,2588.1127,633,1607.6819,extraction,0.10902527,0.053497944,0.055670105,768,687,690,617,-728.5081
456,2588.1127,556,1607.6819,extraction,0.09029536,0.045307443,0.055555556,646,578,590,539,-728.5081
467,2569.9375,658,1614.9737,extraction,0.19273461,0.04509284,0.4414634,1773,687,1620,1200,-714.9948
395,2602.9457,522,1646.5814,extraction,0.07606973,0.041411042,0.089013636,679,568,625,583,-725.7526
486,2720.4565,744,1886.351,extraction,-0.006350757,-0.028189203,0.046296295,1017,927,1076,1030,-709.9142
991,2241.6877,1083,1529.4019,extraction,-0.05876125,-0.20197487,-0.083977334,889,1052,1339,1000,-486.302
655,2564.3478,754,1594.8541,extraction,-0.002070393,-0.024785027,0.08011205,964,821,1013,968,-714.1365
520,2615.4201,641,1668.9398,extraction,-0.088066705,-0.11927529,0.11040609,875,701,1112,1044,-725.2769
445,2699.8601,580,1826.9453,extraction,-0.16469927,-0.15807365,0.056899004,743,663,1022,1036,-720.7976
538,2570.2789,633,1602.0784,extraction,-0.09908815,-0.09854015,0.04883227,741,672,903,904,-719.7705
527,2587.2262,608,1606.8881,extraction,0.08868999,0.034802783,0.038013965,669,620,624,560,-727.9869
497,2714.547,659,1864.0172,extraction,-0.044181034,-0.08415075,0.079732195,887,756,1050,969,-714.6638
398.5,2576.589,584,1611.6028,extraction,-0.008960087,-0.055871703,0.1488826,912.5,676,1020.5,929,-721.2136
383,2599.9415,455,1617.9433,extraction,0.09107468,0.034542315,0.089090906,599,501,559,499,-732.5389
409.5,2689.5143,598,1800.204,extraction,-0.07462686,-0.09930936,0.111699,945.5,755.5,1154,1098,-724.6396
726,2709.8964,1130,1854.9972,extraction,-0.11437991,-0.13671198,0.08785047,1746,1464,2299,2197,-715.6443
540,2575.7846,656,1610.9534,extraction,-0.07202216,-0.08494947,0.06349207,837.5,737.5,993,967.5,-720.7621
466,2589.3687,571,1630.4986,extraction,0.066450566,0.009976977,0.038674034,658,609,645,576,-722.6444
402,2718.4001,566,1882.6818,extraction,-0.05065123,-0.101369865,0.20293398,984,652,1206,1089,-709.561
571,2575.4651,732.5,1607.4912,extraction,-0.008108815,-0.03805175,0.0696756,948,824.5,1023,963.5,-721.3074
501,2715.724,606,1870.355,extraction,-0.042133335,-0.08038914,0.12672523,898,696,1055,977,-713.2699
645.5,2719.3639,1022.5,1917.2358,extraction,-0.15100993,-0.11482534,0.09263462,1324,1099.5,1667.5,1795,-693.4254
898.5,2719.938,1370.5,1918.0298,extraction,0.023923445,-0.03124655,0.15416996,2193.5,1607.5,2335,2091,-693.266
451,2586.078,501,1605.3001,extraction,0.13051732,0.064818956,0.0720072,595.5,515.5,523,458,-728.3057
390,2597.5944,478,1615.5617,extraction,-0.013939839,-0.06536857,0.1079967,672,541,766,691,-731.6559
488,2560.8433,530.5,1589.5387,extraction,-0.06671779,-0.06492509,0.07461368,608.5,524,693,695.5,-717.6353
480,2565.0684,585,1599.1892,extraction,-0.07334526,-0.08426635,0.07991661,777,662,920,900,-718.4586
396,2701.6905,609,1829.4874,extraction,0.007941356,-0.035651665,0.08982827,825,689,886,812,-721.0315
436.5,2694.7076,595,1809.0792,extraction,-0.085328996,-0.1163522,0.16735905,983.5,701.5,1242.5,1167,-724.9506
409.5,2579.1978,571,1614.7786,extraction,-0.028118242,-0.10669317,0.08229627,674,571.5,835,713,-721.2566
515,2572.3136,610,1604.4602,extraction,-0.082424246,-0.08464329,0.06920904,757,659,897,893,-719.9729
418,2590.2262,559,1633.3742,extraction,-0.044662308,-0.09354005,0.16312997,877,631,1058,959,-721.7958
1384.5,2574.6074,1553,1611.4472,extraction,0.06908651,0.03127918,0.14071779,2209,1664,2075,1923.5,-719.7111
469,2574.0116,609,1609.3658,extraction,-0.07236062,-0.08,0.042666666,782,718,918,904,-719.7197
368,2711.9311,564,1857.379,extraction,0.073785245,0.008450705,0.108359136,895,720,880,772,-715.8467
530,2685.4568,702,1815.7573,extraction,-0.17607413,-0.17503163,0.08245711,978,829,1393,1396,-714.6422
418,2692.3416,571.5,1810.1443,extraction,-0.069660336,-0.083640486,0.11218169,808,645,955.5,929,-722.1993
508.5,2688.6349,705.5,1802.8726,extraction,-0.013429752,-0.04428321,0.08001131,955,813.5,1043.5,981,-722.8925
948,1790.5784,1531,596.4329,extraction,-0.021615876,-0.0999185,0.19188431,2761,1872,3374,2883,-303.8447
740,2616.0445,848,1667.2259,extraction,-0.006923838,-0.03646833,0.061310783,1004,888,1080,1018,-725.5349
580,2578.0739,702.5,1610.667,extraction,-0.10241465,-0.099665925,0.040875442,808.5,745,987.5,993,-721.3504
381.5,2630.8778,686,1685.0568,extraction,0.028473997,-0.01598695,0.12747663,1508,1167,1557,1424.5,-729.0364
729,2613.3854,1084.5,1666.558,extraction,-0.11966954,-0.16683914,0.09060807,1811.5,1510.5,2537,2304,-725.0745
421,2618.6788,585,1635.9995,extraction,0.056947608,-0.09952869,0.40911064,1624,681,1983,1449,-737.6284
433,2525.6746,529,1668.2871,extraction,0.08802817,-0.004830918,0.269863,927,533,936,777,-637.4958
427,2608.7445,576,1657.1894,extraction,0.04395008,-0.022357723,0.18181819,962,666,1006,881,-724.4533
405,2716.7882,641,1886.9042,extraction,-0.11187687,-0.1343484,0.0920904,966.5,803.5,1266.5,1210,-706.8438
502,2703.6459,643,1836.4589,extraction,-0.093060784,-0.08169935,0.07047619,843,732,993,1016,-719.4467
451,2685.7621,603,1812.2947,extraction,-0.07281964,-0.105939984,0.24821886,1095,659.5,1354.5,1267,-716.5487
681,2719.1927,1102,1890.2403,extraction,-0.002356638,-0.062038403,0.12621933,1905,1478,2157,1914,-706.9183
448,2597.5866,565,1642.2677,extraction,-0.051682692,-0.09982886,0.10426872,789,640,964,875,-722.7963
636,2694.7124,904,1825.9337,extraction,-0.023938717,-0.06910198,0.13553658,1529,1164,1756,1604,-716.5839
307,1410.8172,562,586.9811,extraction,0.57818013,0.33545563,0.686856,3356,623,1670,897,-165.391
727,2538.4477,951,1576.8085,extraction,-0.050680567,-0.09746696,0.12414266,1639,1277,1993,1814,-707.6188
577,2719.0515,964.5,1917.236,extraction,0.15334064,0.035652816,0.3480557,2106,1018.5,1961,1546,-692.7448
478.5,2715.0897,777,1863.8724,extraction,0.04376013,-0.036072444,0.20531537,1610,1061.5,1730.5,1475,-715.9553
554,2689.7328,855.5,1806.9685,extraction,-0.02807705,-0.048425764,0.17412739,1488.5,1047,1640,1574.5,-722.1563
535.5,2686.5643,789.5,1792.2786,extraction,-0.1030082,-0.11827957,0.06840391,1230,1072.5,1560,1512.5,-724.9911
422,2680.237,676,1788.7402,extraction,-0.042424243,-0.08426215,0.07034914,1027,892,1216,1118,-722.5471
503.5,2616.3857,810.5,1671.9755,extraction,-0.074165635,-0.13172004,0.16236663,1498,1079.5,1952.5,1738,-725.1404
409,2721.3047,812,1926.3823,extraction,0.4424033,0.20862007,0.6266147,3337,766,2185,1290,-690.4639
491,2717.2448,635,1877.6314,extraction,-0.001076426,-0.052093975,0.12758201,928,718,1030,930,-711.1057
447,2593.1406,634,1612.0188,extraction,0.124391325,0.014782261,0.2605459,1270,745,1233,989,-730.0023
825,2601.6246,1100,1646.0925,extraction,-0.060816944,-0.10650547,0.099539496,1552,1271,1922,1753,-724.652
502.5,2585.3236,589.5,1623.2114,extraction,-0.037080634,-0.067806266,0.10020175,818,669,937,881,-722.0146
607,2612.6313,756,1663.4007,extraction,0.010923536,-0.02256361,0.08182784,1018,864,1065,996,-725.0404
460,2717.158,795.5,1887.8585,extraction,0.17576106,0.020311527,0.38756144,2047,903.5,1965.5,1435,-706.7159
576,2598.3119,848,1640.6752,extraction,0.08427389,0.018014835,0.19041719,1441,980,1390,1217,-723.9055
547,2597.1786,632,1615.8436,extraction,0.07081712,0.029169783,0.026865672,688,652,649,597,-731.858
370,2578.6237,529.5,1613.9846,extraction,0.00103627,-0.05263158,0.12325581,724.5,565.5,805,723,-721.416
536,2566.5965,726,1592.2831,extraction,0.10417479,0.032469902,0.24614707,1415,856,1326,1148,-720.2387
396,2741.1517,675,1891.155,extraction,0.16613077,-0.055008687,0.3238694,1632,833.5,1822,1167,-723.0046
462,2593.1257,570,1635.2624,extraction,0.02783726,-0.01369863,0.062730625,720,635,740,681,-722.3686
609,2688.032,911,1797.3288,extraction,-0.077898845,-0.11833307,0.09480595,1417.5,1172,1798,1657,-724.127
721,1794.9024,1206,598.5283,extraction,0.11810013,0.009269988,0.30715358,2613,1385,2565,2061,-304.6354
507,2573.8462,545.5,1604.8275,extraction,0.054545455,0.006412675,0.080599435,667,567.5,658.5,598,-720.9029
1475,2312.125,1590,1580.3803,extraction,-0.07833828,-0.13674264,-0.007033248,1553,1575,2045,1817,-508.6574
487,2594.2425,606,1635.9116,extraction,-0.002642008,-0.032051284,0.061884668,755,667,805,759,-723.5007
477,2580.6655,603,1619.8288,extraction,-0.039046198,-0.05399061,0.08187919,806,684,898,871.5,-720.3925
419,2713.0361,544,1864.9373,extraction,-0.003100241,-0.019647697,0.0766369,723.5,620.5,752.5,728,-713.8846
593,3069.9966,962,2271.0955,extraction,0.104780614,-0.003838205,0.16787817,1687,1202,1700,1367,-761.2759
368.5,2629.9339,622,1683.3085,extraction,0.056464963,0.011089597,0.17009574,1436,1018.5,1404.5,1282.5,-729.3237
334,2594.0271,382,1612.8126,extraction,0.14142679,0.08056872,0.06791569,456,398,388,343,-730.5235
703,2566.966,916,1614.306,extraction,0.009194762,-0.09788294,0.26158133,1811,1060,2204,1778,-713.8538
712,1789.4616,1240,595.7837,extraction,-0.009170732,-0.102668315,0.25351766,2539,1512,3120,2586,-302.7126
453,2717.3646,558,1874.3061,extraction,0.018890921,-0.011235955,0.13664174,836,635,855,805,-713.8252
521,2605.9774,629,1652.9377,extraction,-0.008652657,-0.036057692,0.0700467,802,697,862,816,-724.3676
411,2581.0428,455,1615.1457,extraction,-0.20731707,-0.18813427,0.0688592,520,453,761,792,-722.8672
586,2589.5733,693,1609.2697,extraction,0.119541876,0.0632223,0.041278295,782,720,689,615,-728.8699
602.5,2576.9257,733,1609.079,extraction,-0.031118143,-0.051626228,0.054232426,918.5,824,1018.5,977.5,-721.6692
415,2715.3998,620,1877.2643,extraction,0.28409508,0.12132823,0.45484674,1756,658,1376,979,-709.4951
876,1803.7062,1456,604.1823,extraction,-0.038025595,-0.10035904,0.21188392,2631,1711,3218,2839,-307.7221
323,2681.433,583.5,1818.8573,extraction,0.39714408,0.11158605,0.66028225,2470.5,505.5,1974.5,1066,-710.3347
510,2694.739,593,1810.018,extraction,-0.021857923,-0.049136788,0.050623626,716,647,790,748,-723.4997
522,2694.6066,732,1812.3815,extraction,-0.041797537,-0.068358,0.052268505,991.5,893,1137,1078,-723.0126
396,2717.725,617,1885.1901,extraction,0.022104757,-0.04296963,0.17546284,1063.5,746,1159,1017.5,-707.7824
380,2235.5116,336,1523.477,extraction,0.19128329,-0.027667984,-0.053846154,246,274,260,167,-485.1266
632,2684.5608,872.5,1808.4805,extraction,-0.091721855,-0.091119945,0.15934066,1371.5,994.5,1646.5,1648.5,-718.1676
492.5,2714.206,660,1867.8127,extraction,-0.07792814,-0.0973047,0.12368496,988,770.5,1201,1155,-713.7166
444,2589.3141,671.5,1608.0724,extraction,0.1307452,-0.019223327,0.4254641,1900.5,766,1975,1461,-727.976
525,2575.4722,827.5,1610.9536,extraction,0.021080874,-0.0543131,0.15549773,1332,973.5,1485,1277,-720.0815
587,2594.6012,677,1613.6066,extraction,0.08571429,0.038386468,0.049309663,798,723,739,672,-730.3641
457,2587.9081,603,1628.9108,extraction,0.009955753,-0.04447933,0.14339386,913,684,998,895,-722.2826
326,2695.3348,519,1812.0994,extraction,0.06284153,-0.041084636,0.31715575,1167,605,1267,1029,-723.4911
458,2567.6772,595,1602.365,extraction,-0.058035713,-0.09780866,0.10688525,844,681,1027,948,-718.5016
565,2595.4877,657,1614.4004,extraction,0.14761905,0.079104476,0.03064861,723,680,617,537,-730.8853
518.5,2574.1657,651,1608.2897,extraction,-0.04642552,-0.06740947,0.063532405,837,737,958,918.5,-720.3576
373.5,2717.158,658.5,1887.8585,extraction,0.2659559,0.049903102,0.5106309,2167,702,1961,1256.5,-706.7159
524,2591.0339,718,1610.8575,extraction,0.27178425,0.18339768,0.22907268,1226,769,846,702,-729.2317
579,2617.6851,730,1671.177,extraction,-0.031669866,-0.058768656,0.10818232,1009,812,1135,1075,-726.0902
455.5,2586.4404,549,1623.8606,extraction,-0.023622047,-0.054589815,0.117117114,775,612.5,864.5,812.5,-723.1467
700,2598.1536,940,1639.5993,extraction,-0.03131991,-0.07015032,0.0708986,1299,1127,1495,1383,-723.8628
486.5,2693.0887,591.5,1806.4155,extraction,-0.07355623,-0.08495947,0.077793494,762,652,903.5,883,-724.5461
438,2552.1848,557,1656.8532,extraction,0.10161177,0.034891374,0.14744526,786,584,733,641,-664.4891
423,2571.7466,556,1607.1286,extraction,-0.04531411,-0.09912536,0.14232902,927,696,1131,1015,-718.9064
560,2567.7015,665,1599.8414,extraction,-0.071954675,-0.07925801,0.05950841,819,727,960,946,-718.2766
477,2713.3988,696,1862.4292,extraction,-0.046736844,-0.090763055,0.09108434,1132,943,1358,1243,-714.9826
503.5,2685.1108,706.5,1794.1532,extraction,-0.14607258,-0.14292301,0.055051077,929.5,832.5,1239.5,1247.5,-723.4034
502,2610.4354,624,1658.6326,extraction,-0.018157363,-0.062299293,0.040627226,730,673,827,757,-725.426
564,2578.2681,777.5,1619.9551,extraction,-0.004197761,-0.037204057,0.0832065,1067.5,903.5,1150,1076.5,-719.0921
532,2584.9612,601,1604.6509,extraction,0.089328066,0.04870624,0.0740452,689,594,625,576,-727.1736
551,2614.8963,680,1665.6379,extraction,-0.092030846,-0.10672736,0.07355623,883,762,1094,1062,-725.8537
1017,2711.9382,1414,1860.8414,extraction,-0.05069324,-0.08935993,0.16018003,2191,1586,2621,2425,-714.6208
197,2805.833611,362,2013.941795,forest,0.722267,0.41202378,0.87869906,3206,207,1335,517,-682.2018659
172,2068.2628,337,1128.7306,forest,0.7372857,0.46376103,0.87222046,2989,204,1095,452,-370.9053
152,2460.7516,386,1848.8305,forest,0.68442905,0.40815735,0.82049364,2434,240,1023,456,-533.5071
238.5,645.656,462.5,-79.4105,forest,0.7157472,0.4276449,0.8694267,3522,246,1412,583.5,-89.031
240,944.9167,410,-21.228,forest,0.7352807,0.44893292,0.89107186,3802,219,1446,580,-36.1261
182,2754.3255,462,2008.6701,forest,0.66954976,0.35322666,0.887663,3764,224,1799,745,-665.5806
168.5,1514.7789,324,675.0681,forest,0.77432954,0.5241959,0.866572,2630,188,821,334.5,-243.0584
235.5,2540.8735,441.5,1579.7185,forest,0.74363345,0.4282971,0.89157325,4091,234.5,1637.5,601.5,-706.7409
217,2231.9564,424,1557.9837,forest,0.6845597,0.40669855,0.83147544,2793,257,1178,523,-510.9874
195.5,1905.3329,391.5,917.4235,forest,0.7446323,0.4458867,0.9044384,4205,211,1611.5,615.5,-323.0251
276.5,927.6071,626.5,96.0273,forest,0.71945,0.4289205,0.8824086,4970.5,310.5,1986.5,811,-169.5679
142.5,2458.724,375,1849.9111,forest,0.7110694,0.43375733,0.84887576,2508,205,990.5,423.5,-532.0788
308,2680.028407,695.5,1822.211638,forest,0.64090145,0.32232645,0.8442537,4405,372,2257.5,964,-658.2253616
169,2896.216,368,2074.1354,forest,0.6793566,0.34767643,0.8913044,3132,180,1516,598,-756.7205
255,2536.3368,407,1779.6926,forest,0.655868,0.34208572,0.8378562,2709,239,1328,563,-596.7326
211,2335.031,392,1563.7393,forest,0.7231677,0.40240073,0.8980255,3797,204,1618,610,-511.9788
169,2095.3985,372,1446.6322,forest,0.685633,0.4065282,0.8294095,2370,221,1000,442,-420.8507
242,1353.1495,570,482.3242,forest,0.7000391,0.39037263,0.8749191,4347,290,1906,767,-195.3542
234,2268.7068,443,1085.3856,forest,0.7092511,0.39278293,0.88061225,3686,234,1607,627,-466.9287
236.5,3064.3521,434,2209.9673,forest,0.6560144,0.320355,0.86418754,3459,252,1780.5,718.5,-816.7056
248,2218.6056,301,1570.3592,forest,0.8241966,0.5884774,0.69744945,965,172,250,93,-487.6287
196.5,2947.6351,346.5,2120.8406,forest,0.737009,0.42122477,0.8834255,3150.5,195,1283,477,-773.7873
276,2651.1879,511.5,1813.1516,forest,0.5877193,0.3044333,0.78032786,2986.5,368.5,1592.5,775.5,-688.6578
246,2851.752,473,2066.9555,forest,0.70538485,0.39017367,0.8818665,3982.5,250,1747,688,-629.9553
266,2772.5804,437,1565.1522,forest,0.6552853,0.32695913,0.86410326,3539,258,1795,737,-680.5438
310.5,2689.322416,624,1829.043143,forest,0.66086644,0.3534712,0.85899776,4581.5,347.5,2188.5,935.5,-661.4499663
140,2720.9888,312,1823.7712,forest,0.69172615,0.40250698,0.8367533,2014,179,858,367,-736.8768
205,1497.2098,395,657.348,forest,0.761621,0.48580045,0.85561836,2956,230,1023,400,-236.9335
142,2103.3321,314,1289.9394,forest,0.7674117,0.50884956,0.8852799,2728,166,888,359,-613.179
250,2376.4797,655,1595.6137,forest,0.7005751,0.39332613,0.8616988,4509.5,335,1963.5,794,-520.8938
235,1085.8298,464,212.0123,forest,0.68806136,0.39778703,0.88088846,3853,244,1660,712,-211.7614
211,2230.0926,384,1557.6396,forest,0.58553654,0.29707378,0.77073383,2039,264,1105,533,-508.5953
274.5,2515.8949,664,1855.1765,forest,0.6600019,0.34448415,0.84882385,4421,361.5,2155.5,905.5,-570.569
223.5,2683.2859,468,2008.3643,forest,0.6148825,0.30588546,0.8506421,3711,299.5,1972.5,885,-563.8206
200,2994.9095,374,2160.9788,forest,0.7026042,0.36621043,0.88252234,3269,204,1516.5,571,-789.4086
293,2691.198729,650,1822.561461,forest,0.6674622,0.39454424,0.84832454,4192,344,1820,836,-670.3267184
254,2762.9873,507,1944.0736,forest,0.68945795,0.36775362,0.85503685,3397.5,265.5,1570.5,624.5,-715.597
204,2229.5402,374,1558.133,forest,0.61124307,0.3116339,0.7953242,2035,232,1068,491,-508.9055
134,1307.06249,224,458.1253557,forest,0.7595308,0.47887325,0.9151847,2100,93,740,287,-276.5724565
188,2751.1957,459,2006.9265,forest,0.7429236,0.44487303,0.9030483,4495,229,1727,663,-664.3969
303.5,1463.022902,545.5,423.1223592,forest,0.670412,0.3764314,0.8766471,4237,278.5,1919.5,836,-348.7474035
227,3191.5435,397,2305.2858,forest,0.696793,0.36736438,0.8730252,3201,217,1481,572,-861.886
316,2228.201,487,1581.4979,forest,0.66189575,0.38323218,0.8293698,3077,287,1372,626,-483.2459
